size,count,normal
3,1,a negotiated peace
3,1,negotiated peace that
3,1,peace that tore
3,1,that tore the
3,1,tore the nation
3,1,the nation in
3,1,nation in two
3,1,in march 1864
3,1,march 1864 lincoln
3,1,1864 lincoln appointed
3,1,lincoln appointed ulysses
3,1,appointed ulysses s
3,1,ulysses s grant
3,1,s grant commander
3,1,grant commander in
3,1,commander in chief
3,1,in chief of
3,1,chief of all
3,1,of all the
3,1,union armies hoping
3,1,armies hoping that
3,1,hoping that this
3,1,that this stubborn
3,1,this stubborn westerner
3,1,stubborn westerner could
3,1,westerner could win
3,1,could win the
3,1,grant set out
3,1,out to press
3,1,to press the
3,1,press the confederacy
3,1,the confederacy on
3,1,confederacy on all
3,1,on all fronts
3,1,the past the
3,1,past the union
3,1,union armies had
3,1,armies had acted
3,1,had acted independently
3,1,acted independently permitting
3,1,independently permitting confederates
3,1,permitting confederates to
3,1,confederates to move
3,1,to move troops
3,1,move troops to
3,1,troops to the
3,1,to the places
3,1,the places they
3,1,places they were
3,1,they were most
3,1,were most needed
3,1,grant immediately coordinated
3,1,immediately coordinated all
3,1,coordinated all the
3,1,union armies to
3,1,armies to move
3,1,move against the
3,1,against the south
3,1,the south at
3,1,south at once
3,1,in the east
3,1,the east the
3,1,east the army
3,1,the potomac would
3,1,potomac would hit
3,1,would hit robert
3,1,hit robert e
3,1,robert e lee's
3,1,e lee's army
3,1,lee's army of
3,1,army of northern
3,1,of northern virginia
3,1,in georgia william
3,1,georgia william t
3,1,william t sherman's
3,1,t sherman's western
3,1,sherman's western troops
3,1,western troops would
3,1,troops would smash
3,1,would smash their
3,1,smash their way
3,1,their way from
3,1,way from tennessee
3,1,from tennessee to
3,1,tennessee to atlanta
3,1,finally grant wanted
3,1,grant wanted the
3,1,wanted the us
3,1,us navy to
3,1,navy to move
3,1,against mobile alabama
3,1,mobile alabama a
3,1,alabama a port
3,1,a port on
3,1,port on the
3,1,on the gulf
3,1,the gulf coast
3,1,gulf coast so
3,1,coast so well
3,1,so well protected
3,1,well protected by
3,1,protected by shifting
3,1,by shifting sands
3,1,shifting sands that
3,1,sands that it
3,1,that it had
3,1,it had become
3,1,had become the
3,1,become the major
3,1,the major harbor
3,1,major harbor for
3,1,harbor for the
3,1,for the blockade
3,1,the blockade runners
3,1,blockade runners that
3,1,runners that still
3,1,that still linked
3,1,still linked the
3,1,linked the confederacy
3,1,the confederacy to
3,1,confederacy to europe
3,1,grant hoped this
3,1,hoped this strategy
3,1,this strategy would
3,1,strategy would lock
3,1,would lock the
3,1,lock the south
3,1,the south in
3,1,south in a
3,1,in a vise
3,1,by midsummer the
3,1,midsummer the plan
3,1,the plan had
3,1,plan had faltered
3,1,the potomac had
3,1,potomac had stalled
3,1,had stalled in
3,1,stalled in virginia
3,1,in virginia after
3,1,virginia after an
3,1,after an appalling
3,1,an appalling 17000
3,1,appalling 17000 casualties
3,1,17000 casualties at
3,1,casualties at the
3,1,at the battle
3,1,battle of the
3,1,of the wilderness
3,1,the wilderness 18000
3,1,wilderness 18000 at
3,1,18000 at spotsylvania
3,1,at spotsylvania and
3,1,spotsylvania and another
3,1,and another 12000
3,1,another 12000 at
3,1,12000 at cold
3,1,at cold harbor
3,1,cold harbor where
3,1,harbor where soldiers
3,1,where soldiers pinned
3,1,soldiers pinned their
3,1,pinned their names
3,1,their names and
3,1,names and addresses
3,1,and addresses to
3,1,addresses to the
3,1,to the backs
3,1,the backs of
3,1,backs of their
3,1,of their uniforms
3,1,their uniforms before
3,1,uniforms before the
3,1,before the battle
3,1,the battle so
3,1,battle so their
3,1,so their bodies
3,1,their bodies could
3,1,bodies could be
3,1,could be identified
3,1,sherman was stopped
3,1,was stopped outside
3,1,stopped outside atlanta
3,1,and the navy
3,1,the navy had
3,1,navy had run
3,1,had run aground
3,1,run aground up
3,1,aground up the
3,1,up the red
3,1,the red river
3,1,red river in
3,1,river in louisiana
3,1,in louisiana as
3,1,louisiana as it
3,1,as it made
3,1,it made a
3,1,made a feint
3,1,a feint in
3,1,feint in that
3,1,in that direction
3,1,that direction before
3,1,direction before the
3,1,before the move
3,1,the move against
3,1,against mobile bay
3,1,union morale was
3,1,morale was so
3,1,was so low
3,1,so low that
3,1,low that even
3,1,that even president
3,1,even president lincoln
3,1,president lincoln thought
3,1,lincoln thought he
3,1,thought he would
3,1,he would lose
3,1,would lose the
3,1,lose the election
3,1,the election and
3,1,election and the
3,1,and the war
3,1,the war would
3,1,war would end
3,1,would end in
3,1,end in an
3,1,in an armistice
3,1,by late summer
3,1,late summer the
3,1,summer the pressure
3,1,the pressure was
3,1,pressure was on
3,1,was on admiral
3,1,on admiral david
3,1,admiral david g
3,1,david g farragut
3,1,g farragut to
3,1,farragut to deliver
3,1,to deliver a
3,1,deliver a victory
3,1,a victory in
3,1,victory in mobile
3,1,in mobile bay
3,1,after weeks of
3,1,weeks of waiting
3,1,of waiting for
3,1,waiting for reinforcements
3,1,for reinforcements on
3,1,reinforcements on the
3,1,on the morning
3,1,the morning of
3,1,morning of august
3,1,of august 5
3,1,august 5 farragut
3,1,5 farragut ordered
3,1,ordered the captains
3,1,the captains of
3,1,captains of the
3,1,of the fourteen
3,1,the fourteen wooden
3,1,fourteen wooden ships
3,1,wooden ships and
3,1,ships and four
3,1,and four ironclads
3,1,four ironclads under
3,1,ironclads under his
3,1,under his command
3,1,his command to
3,1,command to strip
3,1,to strip your
3,1,strip your vessels
3,1,your vessels and
3,1,vessels and prepare
3,1,and prepare for
3,1,prepare for the
3,1,for the conflict
3,1,the conflict at
3,1,conflict at 5:40
3,1,at 5:40 am
3,1,5:40 am with
3,1,am with the
3,1,with the wooden
3,1,the wooden ships
3,1,wooden ships lashed
3,1,ships lashed together
3,1,lashed together in
3,1,together in pairs
3,1,in pairs and
3,1,pairs and the
3,1,and the ironclads
3,1,the ironclads protecting
3,1,ironclads protecting them
3,1,protecting them the
3,1,them the vessels
3,1,the vessels set
3,1,vessels set out
3,1,set out in
3,1,out in a
3,1,in a line
3,1,a line to
3,1,line to pass
3,1,pass the three
3,1,the three forts
3,1,three forts and
3,1,forts and four
3,1,and four warships
3,1,four warships that
3,1,warships that guarded
3,1,that guarded the
3,1,guarded the harbor
3,1,the harbor above
3,1,harbor above water
3,1,above water and
3,1,water and the
3,1,and the minefield
3,1,the minefield that
3,1,minefield that guarded
3,1,that guarded all
3,1,guarded all but
3,1,all but a
3,1,but a 500
3,1,a 500 yard
3,1,500 yard channel
3,1,yard channel below
3,1,channel below the
3,1,below the admiral's
3,1,the admiral's flagship
3,1,admiral's flagship the
3,1,flagship the hartford
3,1,the hartford was
3,1,hartford was in
3,1,was in the
3,1,in the second
3,1,the second pair
3,1,second pair in
3,1,pair in line
3,1,in line behind
3,1,line behind the
3,1,behind the brooklyn
3,1,the brooklyn and
3,1,brooklyn and its
3,1,and its partner
3,1,the ships proceeded
3,1,ships proceeded under
3,1,proceeded under heavy
3,1,under heavy fire
3,1,heavy fire going
3,1,fire going slowly
3,1,going slowly to
3,1,slowly to stay
3,1,to stay behind
3,1,stay behind the
3,1,behind the lumbering
3,1,the lumbering ironclads
3,1,lumbering ironclads the
3,1,ironclads the foremost
3,1,the foremost ironclad
3,1,foremost ironclad hit
3,1,ironclad hit a
3,1,hit a torpedo
3,1,a torpedo turned
3,1,torpedo turned over
3,1,turned over and
3,1,over and sank
3,1,and sank instantly
3,1,sank instantly taking
3,1,instantly taking all
3,1,taking all hands
3,1,all hands with
3,1,hands with it
3,1,aware he was
3,1,he was on
3,1,was on the
3,1,on the edge
3,1,the edge of
3,1,edge of the
3,1,of the minefield
3,1,the minefield the
3,1,minefield the commander
3,1,the commander of
3,1,of the brooklyn
3,1,the brooklyn hung
3,1,brooklyn hung back
3,1,hung back throwing
3,1,back throwing the
3,1,throwing the whole
3,1,the whole line
3,1,whole line into
3,1,line into confusion
3,1,into confusion under
3,1,confusion under the
3,1,under the pummeling
3,1,the pummeling of
3,1,pummeling of the
3,1,of the land
3,1,the land batteries
3,1,ordered the captain
3,1,the captain of
3,1,captain of the
3,1,of the hartford
3,1,the hartford to
3,1,hartford to take
3,1,to take over
3,1,over the lead
3,1,as the hartford
3,1,the hartford passed
3,1,hartford passed the
3,1,passed the stalled
3,1,the stalled brooklyn
3,1,stalled brooklyn the
3,1,brooklyn the brooklyn's
3,1,the brooklyn's captain
3,1,brooklyn's captain warned
3,1,captain warned that
3,1,warned that they
3,1,they were running
3,1,were running into
3,1,running into a
3,1,into a nest
3,1,a nest of
3,1,nest of torpedoes
3,1,of torpedoes damn
3,1,torpedoes damn the
3,1,the torpedoes farragut
3,1,torpedoes farragut allegedly
3,1,farragut allegedly shot
3,1,allegedly shot back
3,1,full speed ahead
3,1,speed ahead by
3,1,ahead by 10:00
3,1,by 10:00 am
3,1,10:00 am the
3,1,am the us
3,1,us navy had
3,1,navy had taken
3,1,had taken mobile
3,1,taken mobile bay
3,1,mobile bay cutting
3,1,bay cutting off
3,1,cutting off all
3,1,off all confederate
3,1,all confederate contact
3,1,confederate contact with
3,1,contact with europe
3,1,was the victory
3,1,the victory the
3,1,victory the union
3,1,the union needed
3,1,union needed and
3,1,needed and others
3,1,and others followed
3,1,others followed in
3,1,followed in its
3,1,in its wake
3,1,its wake atlanta
3,1,wake atlanta fell
3,1,atlanta fell on
3,1,fell on september
3,1,on september 2
3,1,september 2 and
3,1,2 and the
3,1,and the army
3,1,the potomac began
3,1,potomac began to
3,1,began to gain
3,1,to gain ground
3,1,gain ground in
3,1,ground in virginia
3,1,finally able to
3,1,able to believe
3,1,believe that victory
3,1,that victory was
3,1,victory was near
3,1,was near voters
3,1,near voters rallied
3,1,voters rallied behind
3,1,rallied behind lincoln's
3,1,behind lincoln's determination
3,1,lincoln's determination to
3,1,determination to win
3,1,the war and
3,1,war and backed
3,1,and backed his
3,1,backed his administration
3,1,his administration in
3,1,administration in november
3,1,they gave him
3,1,gave him 55%
3,1,him 55% of
3,1,55% of the
3,1,of the popular
3,1,the popular vote
3,1,popular vote and
3,1,vote and gave
3,1,and gave the
3,1,gave the republicans
3,1,the republicans supermajorities
3,1,republicans supermajorities in
3,1,supermajorities in both
3,1,in both the
3,1,both the house
3,1,the house and
3,1,house and the
3,1,and the senate
3,1,the torpedoes indeed
3,1,share we need
3,1,we need to
3,1,need to put
3,1,to put on
3,1,put on the
3,1,the record another
3,1,record another public
3,1,another public mass
3,1,public mass shooting
3,1,mass shooting over
3,1,shooting over the
3,1,over the weekend
3,1,it happened in
3,1,happened in monterey
3,1,in monterey park
3,1,monterey park california
3,1,park california last
3,1,california last night
3,1,last night when
3,1,night when a
3,1,when a gunman
3,1,a gunman killed
3,1,gunman killed ten
3,1,killed ten people
3,1,ten people and
3,1,people and wounded
3,1,and wounded ten
3,1,wounded ten others
3,1,this morning a
3,1,morning a shooter
3,1,a shooter in
3,1,shooter in baton
3,1,in baton rouge
3,1,baton rouge louisiana
3,1,rouge louisiana injured
3,1,louisiana injured twelve
3,1,injured twelve people
3,1,twelve people in
3,1,people in what
3,1,in what appears
3,1,what appears to
3,1,to have been
3,1,have been a
3,1,been a targeted
3,1,a targeted attack
3,1,targeted attack at
3,1,attack at a
3,1,at a nightclub
3,1,a nightclub and
3,1,nightclub and this
3,1,and this afternoon
3,1,this afternoon in
3,1,afternoon in another
3,1,in another targeted
3,1,another targeted attack
3,1,targeted attack a
3,1,attack a gunman
3,1,a gunman wounded
3,1,gunman wounded eight
3,1,wounded eight people
3,1,eight people in
3,1,people in shreveport
3,1,in shreveport louisiana
3,1,this was not
3,1,was not the
3,1,not the picture
3,1,the picture i
3,1,picture i intended
3,1,i intended to
3,1,intended to post
3,1,to post tonight
3,1,post tonight but
3,1,tonight but it
3,1,it seems appropriate
3,1,photo peace by
3,1,peace by peter
3,1,by peter ralston
3,1,peter ralston share
3,1,ralston share notes
3,1,share notes peter
3,1,notes peter and
3,1,peter and terri
3,1,and terri ralston
3,1,terri ralston can
3,1,ralston can be
3,1,can be found
3,1,be found at
3,1,found at their
3,1,at their studio
3,1,their studio in
3,1,studio in rockport
3,1,in rockport maine
3,1,rockport maine or
3,1,maine or here
3,1,or here https://www.ralstongallery.com
3,1,here https://www.ralstongallery.com the
3,1,https://www.ralstongallery.com the republicans
3,1,the republicans won
3,1,republicans won a
3,1,won a narrow
3,1,a narrow majority
3,1,narrow majority in
3,1,majority in the
3,1,of representatives in
3,1,representatives in 2022
3,1,in 2022 aided
3,1,2022 aided by
3,1,aided by gerrymandering
3,1,by gerrymandering and
3,1,gerrymandering and new
3,1,and new laws
3,1,laws that made
3,1,that made it
3,1,made it harder
3,1,it harder to
3,1,harder to vote
3,1,to vote but
3,1,vote but they
3,1,but they remain
3,1,they remain unable
3,1,remain unable to
3,1,unable to come
3,1,to come together
3,1,together to elect
3,1,to elect a
3,1,elect a speaker
3,1,in three ballots
3,1,three ballots yesterday
3,1,ballots yesterday republican
3,1,yesterday republican leader
3,1,republican leader kevin
3,1,leader kevin mccarthy
3,1,mccarthy r-ca could
3,1,r-ca could not
3,1,could not muster
3,1,not muster a
3,1,muster a majority
3,1,the house to
3,1,house to back
3,1,to back him
3,1,back him as
3,1,him as a
3,1,group of 20
3,1,of 20 far
3,1,right republicans are
3,1,republicans are backing
3,1,are backing their
3,1,backing their own
3,1,their own choices
3,1,the saga continued
3,1,saga continued today
3,1,continued today with
3,1,today with three
3,1,with three more
3,1,three more ballots
3,1,more ballots mccarthy
3,1,ballots mccarthy still
3,1,mccarthy still came
3,1,still came up
3,1,came up short
3,1,in contrast the
3,1,contrast the democrats
3,1,the democrats have
3,1,democrats have consistently
3,1,have consistently given
3,1,consistently given minority
3,1,given minority leader
3,1,hakeem jeffries of
3,1,jeffries of new
3,1,of new york
3,1,new york 212
3,1,york 212 votes
3,1,212 votes more
3,1,votes more votes
3,1,more votes than
3,1,votes than mccarthy
3,1,than mccarthy received
3,1,mccarthy received but
3,1,received but not
3,1,but not a
3,1,not a majority
3,1,of the body
3,1,when former speaker
3,1,nancy pelosi nominated
3,1,pelosi nominated jeffries
3,1,nominated jeffries yesterday
3,1,jeffries yesterday she
3,1,yesterday she blew
3,1,she blew him
3,1,blew him a
3,1,a kiss and
3,1,kiss and the
3,1,and the caucus
3,1,the caucus rose
3,1,caucus rose up
3,1,rose up in
3,1,up in a
3,1,in a standing
3,1,a standing ovation
3,1,because it is
3,1,it is still
3,1,is still unorganized
3,1,still unorganized the
3,1,unorganized the house
3,1,the house technically
3,1,house technically has
3,1,technically has no
3,1,has no members
3,1,no one is
3,1,one is sworn
3,1,is sworn in
3,1,sworn in and
3,1,in and so
3,1,and so they
3,1,so they cannot
3,1,they cannot 
3,1,cannot  perform
3,1, perform their
3,1,perform their official
3,1,their official duties
3,1,official duties or
3,1,duties or hire
3,1,or hire staff
3,1,about 70 new
3,1,70 new members
3,1,new members brought
3,1,members brought their
3,1,brought their families
3,1,their families to
3,1,families to washington
3,1,to washington dc
3,1,washington dc to
3,1,dc to watch
3,1,to watch their
3,1,watch their swearing
3,1,their swearing in
3,1,swearing in and
3,1,in and the
3,1,and the extra
3,1,the extra days
3,1,extra days as
3,1,days as the
3,1,as the speakership
3,1,the speakership contest
3,1,speakership contest drags
3,1,contest drags on
3,1,drags on are
3,1,on are becoming
3,1,are becoming hard
3,1,becoming hard to
3,1,hard to manage
3,1,the chaos suggests
3,1,chaos suggests that
3,1,suggests that republican
3,1,that republican leadership
3,1,republican leadership does
3,1,leadership does not
3,1,does not have
3,1,not have the
3,1,have the skills
3,1,the skills it
3,1,skills it needs
3,1,it needs to
3,1,needs to govern
3,1,leaders often have
3,1,often have to
3,1,have to negotiate
3,1,to negotiate in
3,1,negotiate in order
3,1,order to take
3,1,to take power
3,1,take power nancy
3,1,power nancy pelosi
3,1,nancy pelosi had
3,1,pelosi had to
3,1,had to bring
3,1,to bring together
3,1,bring together a
3,1,together a number
3,1,number of factions
3,1,of factions to
3,1,factions to win
3,1,win the speakership
3,1,the speakership in
3,1,speakership in 2019
3,1,in 2019 but
3,1,2019 but since
3,1,but since 1923
3,1,since 1923 those
3,1,1923 those negotiations
3,1,those negotiations have
3,1,negotiations have been
3,1,have been completed
3,1,been completed before
3,1,completed before the
3,1,before the start
3,1,the start of
3,1,start of voting
3,1,just weeks ago
3,1,weeks ago mccarthy
3,1,ago mccarthy and
3,1,mccarthy and his
3,1,and his supporters
3,1,his supporters were
3,1,supporters were furious
3,1,were furious at
3,1,furious at senate
3,1,at senate republicans
3,1,senate republicans for
3,1,republicans for negotiating
3,1,for negotiating with
3,1,negotiating with their
3,1,with their democratic
3,1,their democratic colleagues
3,1,democratic colleagues to
3,1,colleagues to pass
3,1,pass the omnibus
3,1,the omnibus bill
3,1,omnibus bill to
3,1,bill to fund
3,1,to fund the
3,1,fund the government
3,1,the government insisting
3,1,government insisting they
3,1,insisting they could
3,1,they could do
3,1,could do a
3,1,do a better
3,1,a better job
3,1,now they can't
3,1,they can't 
3,1, even agree
3,1,even agree on
3,1,agree on a
3,1,on a speaker
3,1,thank god they
3,1,god they weren't
3,1,they weren't 
3,1,majority on january
3,1,january 6 pelosi
3,1,6 pelosi told
3,1,pelosi told reporters
3,1,told reporters because
3,1,reporters because that
3,1,was happening to
3,1,happening to save
3,1,to save our
3,1,save our democracy
3,1,our democracy to
3,1,democracy to certify
3,1,to certify the
3,1,certify the election
3,1,election of the
3,1,of the president
3,1,the president one
3,1,president one story
3,1,one story here
3,1,story here is
3,1,here is about
3,1,is about competence
3,1,josh marshall of
3,1,marshall of talking
3,1,points memo points
3,1,memo points out
3,1,points out that
3,1,out that pelosi
3,1,that pelosi ran
3,1,pelosi ran the
3,1,the house with
3,1,house with virtually
3,1,with virtually the
3,1,virtually the same
3,1,the same margin
3,1,same margin the
3,1,margin the republicans
3,1,the republicans have
3,1,republicans have now
3,1,have now and
3,1,now and yet
3,1,and yet managed
3,1,yet managed to
3,1,managed to hold
3,1,to hold her
3,1,hold her caucus
3,1,her caucus together
3,1,caucus together tightly
3,1,together tightly enough
3,1,tightly enough to
3,1,enough to pass
3,1,to pass a
3,1,pass a slate
3,1,a slate of
3,1,slate of legislation
3,1,of legislation that
3,1,legislation that rivaled
3,1,that rivaled those
3,1,rivaled those of
3,1,those of the
3,1,of the great
3,1,the great society
3,1,great society and
3,1,society and the
3,1,and the new
3,1,mccarthy can't 
3,1, even organize
3,1,even organize the
3,1,organize the house
3,1,the house leaving
3,1,house leaving the
3,1,leaving the united
3,1,united states without
3,1,states without a
3,1,without a functioning
3,1,a functioning congress
3,1,functioning congress for
3,1,congress for the
3,1,for the first
3,1,the first time
3,1,first time in
3,1,time in a
3,1,in a hundred
3,1,a hundred years
3,1,but there is
3,1,there is a
3,1,is a larger
3,1,a larger story
3,1,larger story here
3,1,story here about
3,1,here about the
3,1,about the destruction
3,1,destruction of the
3,1,of the traditional
3,1,the traditional republican
3,1,traditional republican party
3,1,republican party over
3,1,party over the
3,1,the past forty
3,1,past forty years
3,1,in those years
3,1,those years a
3,1,years a party
3,1,a party that
3,1,party that believed
3,1,that believed the
3,1,believed the government
3,1,the government had
3,1,government had a
3,1,had a role
3,1,a role to
3,1,role to play
3,1,to play in
3,1,play in leveling
3,1,in leveling the
3,1,leveling the country's
3,1,the country's 
3,1,country's  economic
3,1, economic and
3,1,economic and racial
3,1,and racial playing
3,1,racial playing fields
3,1,playing fields was
3,1,fields was captured
3,1,was captured by
3,1,captured by a
3,1,by a reactionary
3,1,a reactionary right
3,1,reactionary right wing
3,1,right wing determined
3,1,wing determined to
3,1,determined to uproot
3,1,to uproot any
3,1,uproot any such
3,1,any such government
3,1,such government action
3,1,when voters including
3,1,voters including republicans
3,1,including republicans continued
3,1,republicans continued to
3,1,continued to support
3,1,to support business
3,1,support business regulation
3,1,business regulation a
3,1,regulation a basic
3,1,safety net and
3,1,net and civil
3,1,and civil rights
3,1,civil rights laws
3,1,rights laws the
3,1,laws the logical
3,1,outcome of opposition
3,1,of opposition to
3,1,opposition to such
3,1,to such measures
3,1,such measures was
3,1,measures was war
3,1,was war on
3,1,war on the
3,1,on the government
3,1,the government itself
3,1,that war is
3,1,war is not
3,1,is not limited
3,1,not limited to
3,1,limited to the
3,1,to the 20
3,1,the 20 far
3,1,right republicans refusing
3,1,republicans refusing to
3,1,refusing to elect
3,1,to elect mccarthy
3,1,elect mccarthy speaker
3,1,pundits note that
3,1,note that those
3,1,that those 20
3,1,those 20 have
3,1,20 have supported
3,1,have supported former
3,1,supported former president
3,1,former president trump's
3,1,president trump's positions
3,1,trump's positions particularly
3,1,positions particularly the
3,1,particularly the big
3,1,big lie that
3,1,lie that the
3,1,that the 2020
3,1,2020 election was
3,1,they also worked
3,1,also worked to
3,1,worked to overturn
3,1,overturn the 2020
3,1,2020 election challenging
3,1,election challenging the
3,1,challenging the electors
3,1,the electors from
3,1,but 139 republicans
3,1,139 republicans including
3,1,republicans including mccarthy
3,1,including mccarthy himself
3,1,mccarthy himself voted
3,1,himself voted in
3,1,voted in 2021
3,1,2021 to challenge
3,1,to challenge electors
3,1,challenge electors from
3,1,of states and
3,1,states and went
3,1,and went on
3,1,went on to
3,1,on to embrace
3,1,to embrace the
3,1,embrace the big
3,1,big lie and
3,1,lie and mccarthy's
3,1,and mccarthy's staunchest
3,1,mccarthy's staunchest supporter
3,1,staunchest supporter is
3,1,supporter is extremist
3,1,is extremist marjorie
3,1,extremist marjorie taylor
3,1,marjorie taylor greene
3,1,taylor greene of
3,1,greene of georgia
3,1,and today more
3,1,today more than
3,1,more than 60
3,1,than 60 prominent
3,1,60 prominent right
3,1,prominent right wing
3,1,right wing figures
3,1,wing figures from
3,1,figures from president
3,1,from president ronald
3,1,president ronald reagan's
3,1,ronald reagan's attorney
3,1,reagan's attorney general
3,1,attorney general edwin
3,1,general edwin meese
3,1,edwin meese iii
3,1,meese iii to
3,1,iii to trump
3,1,to trump lawyers
3,1,trump lawyers cleta
3,1,lawyers cleta mitchell
3,1,cleta mitchell and
3,1,mitchell and john
3,1,and john eastman
3,1,john eastman who
3,1,eastman who were
3,1,who were both
3,1,were both instrumental
3,1,both instrumental in
3,1,instrumental in the
3,1,in the effort
3,1,effort to overturn
3,1,to overturn biden's
3,1,overturn biden's election
3,1,biden's election in
3,1,election in 2020
3,1,2020 and justice
3,1,and justice clarence
3,1,justice clarence thomas's
3,1,clarence thomas's wife
3,1,thomas's wife ginni
3,1,wife ginni thomas
3,1,ginni thomas who
3,1,thomas who also
3,1,who also participated
3,1,also participated in
3,1,participated in that
3,1,in that effort
3,1,that effort declared
3,1,effort declared themselves
3,1,declared themselves disgusted
3,1,themselves disgusted with
3,1,disgusted with the
3,1,with the business
3,1,the business as
3,1,business as usual
3,1,as usual self
3,1,usual self interested
3,1,self interested governance
3,1,interested governance in
3,1,governance in washington
3,1,in washington they
3,1,washington they declared
3,1,they declared their
3,1,declared their support
3,1,for the 20
3,1,the 20 the
3,1,20 the roots
3,1,the roots of
3,1,roots of today's
3,1,of today's 
3,1,today's  republican
3,1, republican worldview
3,1,republican worldview lie
3,1,worldview lie in
3,1,lie in the
3,1,in the reagan
3,1,the reagan revolution
3,1,reagan revolution of
3,1,revolution of 1980
3,1,reagan and his
3,1,and his allies
3,1,his allies sought
3,1,allies sought to
3,1,sought to dismantle
3,1,to dismantle the
3,1,dismantle the regulation
3,1,the regulation of
3,1,regulation of business
3,1,of business and
3,1,business and the
3,1,and the social
3,1,the social welfare
3,1,social welfare state
3,1,welfare state that
3,1,state that cost
3,1,that cost tax
3,1,tax dollars but
3,1,dollars but they
3,1,but they recognized
3,1,they recognized those
3,1,recognized those policies
3,1,those policies were
3,1,policies were popular
3,1,so they fell
3,1,they fell back
3,1,fell back on
3,1,back on an
3,1,on an old
3,1,an old reconstruction
3,1,old reconstruction era
3,1,reconstruction era trope
3,1,era trope arguing
3,1,trope arguing that
3,1,arguing that social
3,1,that social welfare
3,1,social welfare programs
3,1,welfare programs and
3,1,programs and regulation
3,1,and regulation were
3,1,regulation were a
3,1,were a form
3,1,of socialism because
3,1,socialism because they
3,1,because they cost
3,1,they cost tax
3,1,tax dollars that
3,1,dollars that were
3,1,that were paid
3,1,were paid primarily
3,1,paid primarily by
3,1,primarily by white
3,1,by white men
3,1,white men while
3,1,men while their
3,1,while their benefits
3,1,their benefits went
3,1,benefits went to
3,1,went to poor
3,1,to poor americans
3,1,poor americans primarily
3,1,americans primarily black
3,1,primarily black people
3,1,black people or
3,1,people or people
3,1,in that formula
3,1,that formula first
3,1,formula first articulated
3,1,first articulated by
3,1,articulated by former
3,1,by former confederates
3,1,former confederates after
3,1,confederates after the
3,1,civil war minority
3,1,war minority voting
3,1,minority voting was
3,1,voting was a
3,1,was a form
3,1,of socialism that
3,1,socialism that would
3,1,that would destroy
3,1,would destroy america
3,1,when reagan used
3,1,reagan used this
3,1,used this argument
3,1,this argument he
3,1,argument he emphasized
3,1,he emphasized its
3,1,emphasized its idea
3,1,its idea of
3,1,idea of economic
3,1,of economic individualism
3,1,economic individualism over
3,1,individualism over its
3,1,over its racism
3,1,its racism but
3,1,racism but that
3,1,but that racism
3,1,that racism was
3,1,racism was definitely
3,1,was definitely there
3,1,definitely there and
3,1,there and many
3,1,and many of
3,1,of his supporters
3,1,his supporters heard
3,1,supporters heard it
3,1,when he stood
3,1,he stood about
3,1,stood about seven
3,1,about seven miles
3,1,seven miles from
3,1,miles from philadelphia
3,1,from philadelphia mississippi
3,1,philadelphia mississippi where
3,1,mississippi where ku
3,1,where ku klux
3,1,klux klan members
3,1,klan members had
3,1,members had murdered
3,1,had murdered civil
3,1,murdered civil rights
3,1,civil rights workers
3,1,rights workers james
3,1,workers james chaney
3,1,james chaney andrew
3,1,chaney andrew goodman
3,1,andrew goodman and
3,1,goodman and michael
3,1,and michael schwerner
3,1,michael schwerner just
3,1,schwerner just 16
3,1,just 16 years
3,1,16 years before
3,1,years before as
3,1,before as they
3,1,as they tried
3,1,they tried to
3,1,tried to register
3,1,to register black
3,1,register black people
3,1,black people to
3,1,people to vote
3,1,to vote and
3,1,vote and said
3,1,and said i
3,1,said i believe
3,1,i believe in
3,1,believe in states
3,1,in states rights
3,1,states rights the
3,1,rights the racist
3,1,the racist wing
3,1,racist wing of
3,1,wing of the
3,1,of the old
3,1,the old democratic
3,1,old democratic party
3,1,democratic party knew
3,1,party knew what
3,1,knew what he
3,1,what he meant
3,1,he meant and
3,1,meant and voted
3,1,and voted for
3,1,voted for him
3,1,years since party
3,1,since party leaders
3,1,party leaders cut
3,1,leaders cut taxes
3,1,cut taxes and
3,1,taxes and deregulated
3,1,and deregulated business
3,1,deregulated business while
3,1,business while rallying
3,1,while rallying voters
3,1,rallying voters with
3,1,voters with warnings
3,1,with warnings that
3,1,warnings that government
3,1,that government policies
3,1,government policies that
3,1,policies that regulated
3,1,that regulated business
3,1,regulated business provided
3,1,business provided a
3,1,provided a social
3,1,a social safety
3,1,safety net or
3,1,net or protected
3,1,or protected civil
3,1,protected civil rights
3,1,civil rights were
3,1,rights were socialism
3,1,were socialism that
3,1,socialism that redistributed
3,1,that redistributed white
3,1,redistributed white tax
3,1,white tax dollars
3,1,tax dollars to
3,1,dollars to minorities
3,1,in the 1990s
3,1,the 1990s under
3,1,1990s under the
3,1,leadership of house
3,1,of house speaker
3,1,house speaker newt
3,1,speaker newt gingrich
3,1,newt gingrich chamber
3,1,gingrich chamber of
3,1,chamber of commerce
3,1,of commerce lawyer
3,1,commerce lawyer grover
3,1,lawyer grover norquist
3,1,grover norquist and
3,1,norquist and talk
3,1,and talk radio
3,1,talk radio host
3,1,radio host rush
3,1,host rush limbaugh
3,1,rush limbaugh the
3,1,limbaugh the party
3,1,the party purged
3,1,party purged from
3,1,purged from its
3,1,from its ranks
